location_id,location_name,sex_id,age_group_id,age_group_name,sex_name,year_id,measure_id,measure_name,metric_name,Population,upper,lower,Proportion of the population considered current smokers (currently use any smoked tobacco product on a daily or occasional basis),"Proportion of the population with unsafe water exposure, unimproved & untreated (mean value directly from IHME)","Proportion of the population with unsafe sanitation exposure, unimproved & untreated (mean value directly from IHME)","Physical activity represented by Metabolic Equivalent, METs (ratio of the working metabolic rate to the resting metabolic rate; one MET is equivalent to 1 kcal/kg/hour) (mean average value directly from IHME)",Proportion of the population exposed to household air pollution from solid fuels (mean value directly from IHME),"Daily alcohol consumption in current drinkers, per day over a 12-month period (mean average value g/day directly from IHME)",High blood pressure measured through brachial systolic blood pressure level (mean average value mmHg directly from IHME),High body-mass index level (obesity defined as a BMI greater than 20 to 25 kg/m2 for adults) (mean value directly from IHME),High cholesterol measured through blood concentration of low-density lipoprotein (LDL) in units of mmol/L (mean average value directly from IHME),"Proportion of the population exposed to high occupational particulate matter, gases and fumes (mean value directly from IHME)"
4756,Distrito Federal,1,15,50 to 54,Male,2017,44,Population,Number,"78,170.30","90,934.35","65,903.59",0.15,0.00,0.03,"2,593.26",0.00,13.60,130.78,29.49,3.60,0.05
4756,Distrito Federal,1,16,55 to 59,Male,2017,44,Population,Number,"59,053.31","68,705.38","49,765.28",0.14,0.00,0.03,"2,482.81",0.00,13.10,132.81,29.27,3.58,0.06
4756,Distrito Federal,1,17,60 to 64,Male,2017,44,Population,Number,"44,514.31","51,811.72","37,502.42",0.13,0.00,0.03,"2,214.86",0.00,12.17,131.33,29.25,3.53,0.06
4756,Distrito Federal,1,18,65 to 69,Male,2017,44,Population,Number,"31,797.26","37,009.00","26,794.77",0.10,0.00,0.03,"2,028.31",0.00,10.82,133.07,28.92,3.44,0.06
4756,Distrito Federal,1,19,70 to 74,Male,2017,44,Population,Number,"20,503.75","23,860.63","17,286.64",0.10,0.00,0.03,"1,945.02",0.00,9.46,131.24,28.37,3.40,0.06
4756,Distrito Federal,1,20,75 to 79,Male,2017,44,Population,Number,"13,299.79","15,480.05","11,211.77",0.04,0.00,0.03,"1,886.34",0.00,8.47,133.59,28.04,3.37,0.06
4756,Distrito Federal,1,30,80 to 84,Male,2017,44,Population,Number,"6,653.25","7,740.51","5,609.81",0.02,0.00,0.03,"1,829.36",0.00,7.83,134.58,27.09,3.31,0.05
4756,Distrito Federal,1,31,85 to 89,Male,2017,44,Population,Number,"2,371.34","2,757.61","1,998.57",0.02,0.00,0.03,"1,829.36",0.00,7.19,132.68,27.09,3.29,0.04
4756,Distrito Federal,1,32,90 to 94,Male,2017,44,Population,Number,494.87,574.58,416.75,0.02,0.00,0.03,"1,829.36",0.00,6.56,131.84,27.09,3.32,0.04
4756,Distrito Federal,1,235,95 plus,Male,2017,44,Population,Number,40.11,46.60,33.78,0.02,0.00,0.03,"1,829.36",0.00,5.92,130.83,27.09,3.24,0.03
4756,Distrito Federal,1,42,Neonatal,Male,2017,44,Population,Number,"1,536.09","1,791.29","1,291.04",,,,,,,,,,
4756,Distrito Federal,1,164,Birth,Male,2017,44,Population,Number,"20,179.61","22,697.97","18,048.60",,,,,,0.33,,,,
4756,Distrito Federal,2,2,Early Neonatal,Female,2017,44,Population,Number,367.75,428.85,309.08,,0.00,0.03,,0.00,0.41,,,,
4756,Distrito Federal,2,3,Late Neonatal,Female,2017,44,Population,Number,"1,099.76","1,282.47",924.32,,0.00,0.03,,0.00,0.42,,,,
4756,Distrito Federal,2,4,Post Neonatal,Female,2017,44,Population,Number,"17,772.88","20,726.23","14,937.83",,0.00,0.03,,0.00,0.51,,,,
4756,Distrito Federal,2,5,1 to 4,Female,2017,44,Population,Number,"80,275.26","93,235.62","67,678.87",,0.00,0.03,,0.00,0.98,,,,
4756,Distrito Federal,2,6,5 to 9,Female,2017,44,Population,Number,"103,513.11","120,220.73","87,231.62",,0.00,0.03,,0.00,1.84,,,,
4756,Distrito Federal,2,7,10 to 14,Female,2017,44,Population,Number,"108,159.35","125,653.41","91,122.79",0.06,0.00,0.03,,0.00,2.79,,,,
4756,Distrito Federal,2,8,15 to 19,Female,2017,44,Population,Number,"118,574.63","137,804.62","99,938.97",0.08,0.00,0.03,,0.00,5.73,,,,0.00
4756,Distrito Federal,2,9,20 to 24,Female,2017,44,Population,Number,"127,476.02","148,233.31","107,448.30",0.11,0.00,0.03,,0.00,8.37,,26.35,,0.01
4756,Distrito Federal,2,10,25 to 29,Female,2017,44,Population,Number,"130,540.97","151,820.09","110,033.20",0.08,0.00,0.03,"2,304.54",0.00,8.71,114.43,27.34,3.10,0.01
4756,Distrito Federal,2,11,30 to 34,Female,2017,44,Population,Number,"144,390.70","167,949.45","121,768.94",0.08,0.00,0.03,"2,334.74",0.00,8.78,115.51,28.07,3.21,0.01
4756,Distrito Federal,2,12,35 to 39,Female,2017,44,Population,Number,"147,734.41","171,850.62","124,610.43",0.07,0.00,0.03,"2,363.62",0.00,8.56,117.25,28.59,3.33,0.01
4756,Distrito Federal,2,13,40 to 44,Female,2017,44,Population,Number,"124,429.17","144,778.26","104,960.05",0.08,0.00,0.03,"2,474.89",0.00,8.68,118.86,29.01,3.45,0.01
4756,Distrito Federal,2,14,45 to 49,Female,2017,44,Population,Number,"105,481.00","122,736.01","88,973.58",0.09,0.00,0.03,"2,431.24",0.00,9.14,122.84,29.22,3.66,0.01
4756,Distrito Federal,2,15,50 to 54,Female,2017,44,Population,Number,"91,290.98","106,237.09","76,976.72",0.09,0.00,0.03,"2,247.74",0.00,9.52,125.64,29.60,3.86,0.01
4756,Distrito Federal,2,16,55 to 59,Female,2017,44,Population,Number,"72,100.37","83,938.50","60,768.96",0.09,0.00,0.03,"2,127.30",0.00,9.81,128.35,29.68,4.02,0.01
4756,Distrito Federal,2,17,60 to 64,Female,2017,44,Population,Number,"56,693.93","65,992.95","47,767.46",0.09,0.00,0.03,"1,999.79",0.00,9.13,132.80,29.94,4.06,0.02
4756,Distrito Federal,2,18,65 to 69,Female,2017,44,Population,Number,"42,789.71","49,790.30","36,058.95",0.08,0.00,0.03,"1,848.75",0.00,7.48,134.50,29.75,3.95,0.02
4756,Distrito Federal,2,19,70 to 74,Female,2017,44,Population,Number,"28,986.57","33,721.14","24,433.24",0.06,0.00,0.03,"1,739.17",0.00,5.83,134.66,29.47,3.95,0.02
4756,Distrito Federal,2,20,75 to 79,Female,2017,44,Population,Number,"18,350.20","21,349.27","15,469.37",0.05,0.00,0.03,"1,701.30",0.00,5.22,141.30,29.09,3.94,0.02
4756,Distrito Federal,2,30,80 to 84,Female,2017,44,Population,Number,"10,305.79","11,990.25","8,685.56",0.06,0.00,0.03,"1,679.59",0.00,5.65,142.65,28.35,3.88,0.01
4756,Distrito Federal,2,31,85 to 89,Female,2017,44,Population,Number,"4,408.28","5,127.90","3,715.18",0.06,0.00,0.03,"1,679.59",0.00,6.08,144.51,28.35,3.86,0.01
4756,Distrito Federal,2,32,90 to 94,Female,2017,44,Population,Number,"1,292.18","1,503.30","1,089.54",0.06,0.00,0.03,"1,679.59",0.00,6.51,141.43,28.35,3.79,0.01
4756,Distrito Federal,2,235,95 plus,Female,2017,44,Population,Number,287.70,334.11,242.44,0.06,0.00,0.03,"1,679.59",0.00,6.94,137.90,28.35,3.73,0.01
4756,Distrito Federal,2,42,Neonatal,Female,2017,44,Population,Number,"1,467.51","1,711.32","1,233.40",,,,,,,,,,
4756,Distrito Federal,2,164,Birth,Female,2017,44,Population,Number,"19,239.82","21,640.89","17,208.05",,,,,,0.41,,,,
4757,Espírito Santo,1,2,Early Neonatal,Male,2017,44,Population,Number,501.80,582.59,417.77,,0.02,0.08,,0.06,0.34,,,,
4757,Espírito Santo,1,3,Late Neonatal,Male,2017,44,Population,Number,"1,499.10","1,740.44","1,248.04",,0.02,0.08,,0.06,0.35,,,,
4757,Espírito Santo,1,4,Post Neonatal,Male,2017,44,Population,Number,"24,157.06","28,046.13","20,111.53",,0.02,0.08,,0.06,0.44,,,,
4757,Espírito Santo,1,5,1 to 4,Male,2017,44,Population,Number,"109,316.09","126,159.29","91,851.51",,0.02,0.08,,0.06,0.90,,,,
4757,Espírito Santo,1,6,5 to 9,Male,2017,44,Population,Number,"140,014.03","161,591.25","117,673.51",,0.02,0.08,,0.06,1.74,,,,
4757,Espírito Santo,1,7,10 to 14,Male,2017,44,Population,Number,"146,368.77","168,926.74","123,046.83",0.01,0.02,0.08,,0.06,2.67,,,,
4757,Espírito Santo,1,8,15 to 19,Male,2017,44,Population,Number,"152,890.96","176,460.89","128,543.10",0.04,0.02,0.08,,0.06,7.37,,,,0.01
4757,Espírito Santo,1,9,20 to 24,Male,2017,44,Population,Number,"154,650.72","178,555.90","130,007.30",0.09,0.02,0.08,,0.06,12.32,,24.22,,0.03
4757,Espírito Santo,1,10,25 to 29,Male,2017,44,Population,Number,"158,126.55","182,645.63","132,900.61",0.13,0.02,0.08,"4,145.72",0.06,13.74,123.52,25.20,2.99,0.04
4757,Espírito Santo,1,11,30 to 34,Male,2017,44,Population,Number,"165,798.77","191,524.39","139,348.24",0.13,0.02,0.08,"4,084.69",0.06,13.94,124.60,26.48,3.19,0.05
4757,Espírito Santo,1,12,35 to 39,Male,2017,44,Population,Number,"158,892.72","183,499.05","133,539.32",0.12,0.02,0.08,"3,905.56",0.06,12.91,126.74,26.55,3.34,0.06
4757,Espírito Santo,1,13,40 to 44,Male,2017,44,Population,Number,"136,166.95","157,258.13","114,414.11",0.12,0.02,0.08,"3,566.10",0.06,12.81,126.53,26.92,3.44,0.06
4757,Espírito Santo,1,14,45 to 49,Male,2017,44,Population,Number,"120,313.89","138,931.96","101,078.24",0.14,0.02,0.08,"3,400.37",0.06,13.63,129.68,27.25,3.50,0.07
4757,Espírito Santo,1,15,50 to 54,Male,2017,44,Population,Number,"113,752.51","131,339.54","95,574.30",0.16,0.02,0.08,"3,298.84",0.06,13.83,132.19,27.11,3.51,0.07
4757,Espírito Santo,1,16,55 to 59,Male,2017,44,Population,Number,"100,374.54","115,948.48","84,351.97",0.14,0.02,0.08,"3,162.24",0.06,13.41,134.38,26.78,3.50,0.08
4757,Espírito Santo,1,17,60 to 64,Male,2017,44,Population,Number,"80,515.65","93,036.42","67,648.06",0.13,0.02,0.08,"2,798.69",0.06,12.48,137.34,26.97,3.45,0.08
4757,Espírito Santo,1,18,65 to 69,Male,2017,44,Population,Number,"58,294.54","67,348.12","48,963.49",0.10,0.02,0.08,"2,528.63",0.06,11.03,139.02,26.33,3.35,0.09
4757,Espírito Santo,1,19,70 to 74,Male,2017,44,Population,Number,"39,098.42","45,157.02","32,839.45",0.07,0.02,0.08,"2,439.04",0.06,9.58,140.96,25.16,3.32,0.09
4757,Espírito Santo,1,20,75 to 79,Male,2017,44,Population,Number,"25,722.31","29,704.49","21,601.14",0.08,0.02,0.08,"2,296.18",0.06,8.55,143.53,26.19,3.30,0.08
4757,Espírito Santo,1,30,80 to 84,Male,2017,44,Population,Number,"15,851.43","18,292.02","13,317.14",0.08,0.02,0.08,"2,202.46",0.06,7.93,144.37,24.80,3.23,0.07
4757,Espírito Santo,1,31,85 to 89,Male,2017,44,Population,Number,"8,293.61","9,558.80","6,970.63",0.08,0.02,0.08,"2,202.46",0.06,7.31,141.58,24.80,3.22,0.06
4757,Espírito Santo,1,32,90 to 94,Male,2017,44,Population,Number,"3,014.32","3,477.50","2,536.95",0.08,0.02,0.08,"2,202.46",0.06,6.68,138.22,24.80,3.23,0.06
4757,Espírito Santo,1,235,95 plus,Male,2017,44,Population,Number,774.08,893.77,653.02,0.08,0.02,0.08,"2,202.46",0.06,6.06,137.16,24.80,3.16,0.05
4757,Espírito Santo,1,42,Neonatal,Male,2017,44,Population,Number,"2,000.90","2,323.03","1,665.81",,,,,,,,,,
4757,Espírito Santo,1,164,Birth,Male,2017,44,Population,Number,"26,289.67","29,437.27","23,639.47",,,,,,0.34,,,,
4757,Espírito Santo,2,2,Early Neonatal,Female,2017,44,Population,Number,478.68,555.74,398.51,,0.02,0.08,,0.06,0.42,,,,
4757,Espírito Santo,2,3,Late Neonatal,Female,2017,44,Population,Number,"1,431.24","1,661.64","1,191.55",,0.02,0.08,,0.06,0.42,,,,
4757,Espírito Santo,2,4,Post Neonatal,Female,2017,44,Population,Number,"23,098.54","26,817.07","19,230.33",,0.02,0.08,,0.06,0.52,,,,
4757,Espírito Santo,2,5,1 to 4,Female,2017,44,Population,Number,"104,728.05","120,865.49","87,997.35",,0.02,0.08,,0.06,1.00,,,,
4757,Espírito Santo,2,6,5 to 9,Female,2017,44,Population,Number,"134,998.06","155,806.45","113,459.14",,0.02,0.08,,0.06,1.87,,,,
4757,Espírito Santo,2,7,10 to 14,Female,2017,44,Population,Number,"141,144.25","162,899.67","118,655.11",0.02,0.02,0.08,,0.06,2.84,,,,
4757,Espírito Santo,2,8,15 to 19,Female,2017,44,Population,Number,"149,645.56","172,714.65","125,813.96",0.01,0.02,0.08,,0.06,5.85,,,,0.00
4757,Espírito Santo,2,9,20 to 24,Female,2017,44,Population,Number,"153,908.57","177,658.21","129,390.08",0.06,0.02,0.08,,0.06,8.53,,24.20,,0.01
4757,Espírito Santo,2,10,25 to 29,Female,2017,44,Population,Number,"159,897.63","184,665.86","134,384.26",0.06,0.02,0.08,"2,386.94",0.06,8.84,114.35,25.20,2.96,0.01
4757,Espírito Santo,2,11,30 to 34,Female,2017,44,Population,Number,"167,844.54","193,859.07","141,031.96",0.06,0.02,0.08,"2,399.98",0.06,8.91,114.94,26.34,3.06,0.02
4757,Espírito Santo,2,12,35 to 39,Female,2017,44,Population,Number,"162,834.88","188,019.78","136,808.66",0.07,0.02,0.08,"2,433.10",0.06,8.75,118.06,26.28,3.17,0.02
4757,Espírito Santo,2,13,40 to 44,Female,2017,44,Population,Number,"142,177.16","164,209.55","119,421.95",0.08,0.02,0.08,"2,532.48",0.06,8.90,121.09,26.72,3.28,0.02
4757,Espírito Santo,2,14,45 to 49,Female,2017,44,Population,Number,"126,451.16","146,041.93","106,196.14",0.08,0.02,0.08,"2,480.29",0.06,9.35,123.41,26.76,3.48,0.02
4757,Espírito Santo,2,15,50 to 54,Female,2017,44,Population,Number,"121,783.98","140,678.25","102,299.45",0.10,0.02,0.08,"2,313.85",0.06,9.72,125.78,27.38,3.67,0.02
4757,Espírito Santo,2,16,55 to 59,Female,2017,44,Population,Number,"109,411.48","126,448.50","91,902.35",0.09,0.02,0.08,"2,178.00",0.06,10.02,130.14,27.22,3.82,0.03
4757,Espírito Santo,2,17,60 to 64,Female,2017,44,Population,Number,"89,504.43","103,481.07","75,211.86",0.07,0.02,0.08,"2,001.71",0.06,9.32,132.96,28.05,3.88,0.03
4757,Espírito Santo,2,18,65 to 69,Female,2017,44,Population,Number,"65,892.58","76,178.95","55,361.37",0.06,0.02,0.08,"1,856.34",0.06,7.63,135.17,27.37,3.76,0.03
4757,Espírito Santo,2,19,70 to 74,Female,2017,44,Population,Number,"46,610.19","53,888.28","39,160.85",0.03,0.02,0.08,"1,782.25",0.06,5.93,136.71,27.39,3.77,0.03
4757,Espírito Santo,2,20,75 to 79,Female,2017,44,Population,Number,"33,738.01","39,003.52","28,337.04",0.03,0.02,0.08,"1,760.84",0.06,5.31,139.20,25.95,3.75,0.03
4757,Espírito Santo,2,30,80 to 84,Female,2017,44,Population,Number,"23,189.60","26,795.14","19,484.73",0.03,0.02,0.08,"1,740.40",0.06,5.76,144.01,26.20,3.71,0.02
4757,Espírito Santo,2,31,85 to 89,Female,2017,44,Population,Number,"13,472.58","15,566.95","11,321.69",0.03,0.02,0.08,"1,740.40",0.06,6.21,145.93,26.20,3.69,0.02
4757,Espírito Santo,2,32,90 to 94,Female,2017,44,Population,Number,"5,639.54","6,503.77","4,737.09",0.03,0.02,0.08,"1,740.40",0.06,6.67,143.07,26.20,3.61,0.02
4757,Espírito Santo,2,235,95 plus,Female,2017,44,Population,Number,"1,538.85","1,775.81","1,295.75",0.03,0.02,0.08,"1,740.40",0.06,7.12,136.82,26.20,3.55,0.01
4757,Espírito Santo,2,42,Neonatal,Female,2017,44,Population,Number,"1,909.91","2,217.38","1,590.06",,,,,,,,,,
4757,Espírito Santo,2,164,Birth,Female,2017,44,Population,Number,"25,065.32","28,066.33","22,538.54",,,,,,0.41,,,,
4758,Goiás,1,2,Early Neonatal,Male,2017,44,Population,Number,812.12,957.39,690.47,,0.02,0.16,,0.04,0.33,,,,
4758,Goiás,1,3,Late Neonatal,Male,2017,44,Population,Number,"2,424.59","2,858.28","2,061.41",,0.02,0.16,,0.04,0.34,,,,
4758,Goiás,1,4,Post Neonatal,Male,2017,44,Population,Number,"39,081.17","46,072.37","33,227.44",,0.02,0.16,,0.04,0.43,,,,
4758,Goiás,1,5,1 to 4,Male,2017,44,Population,Number,"180,351.07","211,278.32","154,007.70",,0.02,0.16,,0.04,0.88,,,,
4758,Goiás,1,6,5 to 9,Male,2017,44,Population,Number,"241,450.73","282,989.04","206,286.91",,0.02,0.16,,0.04,1.71,,,,
4758,Goiás,1,7,10 to 14,Male,2017,44,Population,Number,"262,223.96","307,459.43","224,055.25",0.04,0.02,0.16,,0.04,2.62,,,,
4758,Goiás,1,8,15 to 19,Male,2017,44,Population,Number,"278,676.42","326,737.36","238,083.42",0.08,0.02,0.16,,0.04,7.30,,,,0.01
4758,Goiás,1,9,20 to 24,Male,2017,44,Population,Number,"287,084.15","336,660.37","245,242.92",0.12,0.02,0.16,,0.04,12.23,,24.39,,0.03
4758,Goiás,1,10,25 to 29,Male,2017,44,Population,Number,"288,175.15","338,108.31","246,325.17",0.17,0.02,0.16,"4,451.39",0.04,13.65,126.57,25.37,2.98,0.04
4758,Goiás,1,11,30 to 34,Male,2017,44,Population,Number,"293,821.17","344,839.89","251,203.87",0.15,0.02,0.16,"4,368.45",0.04,13.83,125.75,26.12,3.17,0.05
4758,Goiás,1,12,35 to 39,Male,2017,44,Population,Number,"281,634.92","330,571.09","240,779.11",0.13,0.02,0.16,"4,172.42",0.04,12.75,126.55,26.12,3.33,0.06
4758,Goiás,1,13,40 to 44,Male,2017,44,Population,Number,"251,729.56","295,461.34","215,184.12",0.12,0.02,0.16,"3,815.68",0.04,12.64,127.88,26.38,3.41,0.06
4758,Goiás,1,14,45 to 49,Male,2017,44,Population,Number,"219,861.63","258,062.12","187,872.44",0.14,0.02,0.16,"3,664.84",0.04,13.50,129.22,26.72,3.49,0.06
4758,Goiás,1,15,50 to 54,Male,2017,44,Population,Number,"193,504.37","227,076.59","165,302.63",0.15,0.02,0.16,"3,636.50",0.04,13.70,132.20,26.87,3.50,0.07
4758,Goiás,1,16,55 to 59,Male,2017,44,Population,Number,"157,081.41","184,393.57","134,194.43",0.13,0.02,0.16,"3,409.22",0.04,13.24,135.84,27.33,3.48,0.07
4758,Goiás,1,17,60 to 64,Male,2017,44,Population,Number,"122,477.90","143,826.77","104,617.58",0.14,0.02,0.16,"2,896.21",0.04,12.32,137.75,26.53,3.43,0.08
4758,Goiás,1,18,65 to 69,Male,2017,44,Population,Number,"92,478.74","108,607.25","78,985.75",0.12,0.02,0.16,"2,634.70",0.04,10.93,139.00,26.24,3.34,0.08
4758,Goiás,1,19,70 to 74,Male,2017,44,Population,Number,"64,381.97","75,594.14","54,997.28",0.08,0.02,0.16,"2,525.20",0.04,9.54,139.55,25.80,3.30,0.08
4758,Goiás,1,20,75 to 79,Male,2017,44,Population,Number,"43,653.93","51,285.83","37,289.50",0.09,0.02,0.16,"2,363.90",0.04,8.52,138.15,25.52,3.28,0.08
4758,Goiás,1,30,80 to 84,Male,2017,44,Population,Number,"24,815.80","29,142.94","21,199.21",0.09,0.02,0.16,"2,228.66",0.04,7.87,137.50,24.69,3.22,0.07
4758,Goiás,1,31,85 to 89,Male,2017,44,Population,Number,"11,649.51","13,683.18","9,946.23",0.09,0.02,0.16,"2,228.66",0.04,7.23,134.10,24.69,3.20,0.06
4758,Goiás,1,32,90 to 94,Male,2017,44,Population,Number,"4,624.39","5,419.87","3,939.72",0.09,0.02,0.16,"2,228.66",0.04,6.58,144.64,24.69,3.22,0.05
4758,Goiás,1,235,95 plus,Male,2017,44,Population,Number,"1,465.13","1,715.75","1,247.20",0.09,0.02,0.16,"2,228.66",0.04,5.94,142.21,24.69,3.15,0.04
4758,Goiás,1,42,Neonatal,Male,2017,44,Population,Number,"3,236.71","3,815.67","2,751.88",,,,,,,,,,
4758,Goiás,1,164,Birth,Male,2017,44,Population,Number,"42,284.33","47,628.96","38,095.59",,,,,,0.33,,,,
4758,Goiás,2,2,Early Neonatal,Female,2017,44,Population,Number,774.22,912.71,658.24,,0.02,0.16,,0.04,0.41,,,,
4758,Goiás,2,3,Late Neonatal,Female,2017,44,Population,Number,"2,313.41","2,727.22","1,966.86",,0.02,0.16,,0.04,0.42,,,,
4758,Goiás,2,4,Post Neonatal,Female,2017,44,Population,Number,"37,345.39","44,025.88","31,751.84",,0.02,0.16,,0.04,0.51,,,,
4758,Goiás,2,5,1 to 4,Female,2017,44,Population,Number,"172,441.22","202,013.78","147,252.47",,0.02,0.16,,0.04,0.99,,,,
4758,Goiás,2,6,5 to 9,Female,2017,44,Population,Number,"231,740.96","271,614.06","197,988.51",,0.02,0.16,,0.04,1.85,,,,
4758,Goiás,2,7,10 to 14,Female,2017,44,Population,Number,"251,677.13","295,102.53","215,042.58",0.05,0.02,0.16,,0.04,2.81,,,,
4758,Goiás,2,8,15 to 19,Female,2017,44,Population,Number,"272,409.04","319,384.51","232,734.71",0.03,0.02,0.16,,0.04,5.78,,,,0.00
4758,Goiás,2,9,20 to 24,Female,2017,44,Population,Number,"284,988.15","334,153.22","243,476.17",0.05,0.02,0.16,,0.04,8.43,,24.29,,0.01
4758,Goiás,2,10,25 to 29,Female,2017,44,Population,Number,"289,292.00","339,344.67","247,163.92",0.07,0.02,0.16,"2,124.60",0.04,8.76,113.65,25.13,2.94,0.01
4758,Goiás,2,11,30 to 34,Female,2017,44,Population,Number,"296,211.49","347,617.48","253,182.15",0.07,0.02,0.16,"2,114.16",0.04,8.83,113.66,25.76,3.04,0.01
4758,Goiás,2,12,35 to 39,Female,2017,44,Population,Number,"288,127.34","338,108.15","246,310.31",0.07,0.02,0.16,"2,157.07",0.04,8.65,117.35,26.34,3.15,0.02
4758,Goiás,2,13,40 to 44,Female,2017,44,Population,Number,"260,152.49","305,324.89","222,336.52",0.08,0.02,0.16,"2,286.89",0.04,8.76,122.18,26.72,3.26,0.02
4758,Goiás,2,14,45 to 49,Female,2017,44,Population,Number,"229,620.39","269,568.02","196,178.18",0.09,0.02,0.16,"2,246.93",0.04,9.17,123.47,26.94,3.45,0.02
4758,Goiás,2,15,50 to 54,Female,2017,44,Population,Number,"205,246.18","240,965.82","175,302.35",0.08,0.02,0.16,"2,044.03",0.04,9.54,129.31,27.25,3.65,0.02
4758,Goiás,2,16,55 to 59,Female,2017,44,Population,Number,"171,389.18","201,310.44","146,350.00",0.09,0.02,0.16,"1,930.85",0.04,9.89,129.96,27.25,3.79,0.02
4758,Goiás,2,17,60 to 64,Female,2017,44,Population,Number,"135,865.34","159,662.71","115,988.63",0.07,0.02,0.16,"1,817.20",0.04,9.23,131.94,27.78,3.84,0.02
4758,Goiás,2,18,65 to 69,Female,2017,44,Population,Number,"101,144.24","118,888.47","86,335.92",0.08,0.02,0.16,"1,689.99",0.04,7.55,134.34,27.22,3.72,0.02
4758,Goiás,2,19,70 to 74,Female,2017,44,Population,Number,"72,281.01","84,956.31","61,681.30",0.05,0.02,0.16,"1,623.22",0.04,5.88,135.26,27.11,3.74,0.02
4758,Goiás,2,20,75 to 79,Female,2017,44,Population,Number,"50,473.15","59,339.62","43,074.19",0.05,0.02,0.16,"1,597.16",0.04,5.25,137.15,26.41,3.73,0.02
4758,Goiás,2,30,80 to 84,Female,2017,44,Population,Number,"30,428.24","35,783.20","25,957.87",0.03,0.02,0.16,"1,570.14",0.04,5.69,139.17,26.19,3.67,0.02
4758,Goiás,2,31,85 to 89,Female,2017,44,Population,Number,"15,354.53","18,059.19","13,090.24",0.03,0.02,0.16,"1,570.14",0.04,6.12,135.15,26.19,3.66,0.01
4758,Goiás,2,32,90 to 94,Female,2017,44,Population,Number,"6,050.08","7,108.59","5,156.29",0.03,0.02,0.16,"1,570.14",0.04,6.55,137.40,26.19,3.58,0.01
4758,Goiás,2,235,95 plus,Female,2017,44,Population,Number,"1,721.53","2,016.53","1,464.41",0.03,0.02,0.16,"1,570.14",0.04,6.98,132.59,26.19,3.52,0.01
4758,Goiás,2,42,Neonatal,Female,2017,44,Population,Number,"3,087.63","3,639.93","2,625.11",,,,,,,,,,
4758,Goiás,2,164,Birth,Female,2017,44,Population,Number,"40,315.08","45,410.81","36,321.42",,,,,,0.41,,,,
4759,Maranhão,1,2,Early Neonatal,Male,2017,44,Population,Number,"1,772.76","2,050.64","1,510.13",,0.09,0.41,,0.12,0.32,,,,
4759,Maranhão,1,3,Late Neonatal,Male,2017,44,Population,Number,"5,295.60","6,125.68","4,511.11",,0.09,0.41,,0.12,0.33,,,,
4759,Maranhão,1,4,Post Neonatal,Male,2017,44,Population,Number,"85,295.36","98,664.76","72,658.97",,0.09,0.41,,0.12,0.42,,,,
4759,Maranhão,1,5,1 to 4,Male,2017,44,Population,Number,"359,778.04","414,113.00","308,377.64",,0.09,0.41,,0.12,0.86,,,,
4759,Maranhão,1,6,5 to 9,Male,2017,44,Population,Number,"415,659.93","478,446.77","356,071.52",,0.09,0.41,,0.12,1.66,,,,
4759,Maranhão,1,7,10 to 14,Male,2017,44,Population,Number,"394,843.79","454,768.76","338,087.56",0.01,0.09,0.41,,0.12,2.56,,,,
4759,Maranhão,1,8,15 to 19,Male,2017,44,Population,Number,"366,548.03","422,622.81","313,677.90",0.09,0.09,0.41,,0.12,7.09,,,,0.01
4759,Maranhão,1,9,20 to 24,Male,2017,44,Population,Number,"339,368.15","391,690.72","290,431.97",0.11,0.09,0.41,,0.12,11.83,,23.72,,0.03
4759,Maranhão,1,10,25 to 29,Male,2017,44,Population,Number,"310,907.65","359,061.95","266,069.11",0.12,0.09,0.41,"4,908.07",0.12,13.17,121.60,24.88,2.88,0.04
4759,Maranhão,1,11,30 to 34,Male,2017,44,Population,Number,"309,377.77","357,124.68","264,804.14",0.13,0.09,0.41,"4,815.32",0.12,13.33,121.88,25.19,3.07,0.05
4759,Maranhão,1,12,35 to 39,Male,2017,44,Population,Number,"278,462.61","321,392.55","238,334.72",0.12,0.09,0.41,"4,634.32",0.12,12.33,123.83,25.56,3.23,0.06
4759,Maranhão,1,13,40 to 44,Male,2017,44,Population,Number,"224,200.05","258,876.96","191,800.68",0.10,0.09,0.41,"4,360.52",0.12,12.24,125.04,25.73,3.31,0.06
4759,Maranhão,1,14,45 to 49,Male,2017,44,Population,Number,"183,950.88","212,517.19","157,320.79",0.10,0.09,0.41,"4,201.02",0.12,13.06,127.71,26.47,3.38,0.06
4759,Maranhão,1,15,50 to 54,Male,2017,44,Population,Number,"158,598.30","183,339.77","135,612.57",0.10,0.09,0.41,"4,097.25",0.12,13.27,130.60,26.57,3.38,0.07
4759,Maranhão,1,16,55 to 59,Male,2017,44,Population,Number,"131,183.99","151,718.30","112,145.47",0.09,0.09,0.41,"3,937.57",0.12,12.85,133.47,26.39,3.37,0.07
4759,Maranhão,1,17,60 to 64,Male,2017,44,Population,Number,"108,044.95","124,956.34","92,354.03",0.09,0.09,0.41,"3,585.05",0.12,11.97,134.70,25.99,3.32,0.08
4759,Maranhão,1,18,65 to 69,Male,2017,44,Population,Number,"85,947.77","99,385.61","73,480.59",0.04,0.09,0.41,"3,269.23",0.12,10.61,136.91,25.31,3.23,0.08
